,CustomerID,Age,AvgMonthlyGBDownload,AvgMonthlyLongDistanceCharges,ChurnCategory,ChurnReason,ChurnScore,City,CLTV,Country,Latitude,Longitude,Married,Referrals,Population,ReferredFriend,SatisfactionScore,StreamingMusic,TotalExtraDataCharges,TotalLongDistanceCharges,TotalRefunds,TotalRevenue,UnlimitedData,ZipCode
3011,0820-FNRNX,48,53,29.87,,,46,Lafayette,2814,United States,37.907777,-122.127161,Yes,1,23996,Yes,'3',No,0,507.79,0.0,1584.84,Yes,'94549'
3012,7379-POKDZ,31,11,26.71,Competitor,Competitor had better devices,66,Lancaster,3038,United States,34.741406,-118.38111,Yes,1,49309,Yes,'1',No,0,80.13,0.0,288.98,Yes,'93536'
3013,6244-BESBM,61,30,12.02,,,34,Geyserville,6166,United States,38.731771,-123.064272,Yes,6,2349,Yes,'4',Yes,0,829.38,0.0,7501.08,Yes,'95441'
3014,9845-PEEKO,71,2,6.13,,,25,Brookdale,5400,United States,37.106902,-122.100006,No,0,1007,No,'5',No,0,361.67,0.0,4952.02,Yes,'95007'
3015,9945-PSVIP,36,0,2.82,,,42,Dulzura,2289,United States,32.622999,-116.687855,Yes,3,727,Yes,'4',No,0,70.5,0.0,454.15,No,'91917'
3016,8818-XYFCQ,39,26,33.57,Competitor,Competitor made better offer,71,Walnut Creek,5026,United States,37.916648,-122.008483,Yes,1,26022,Yes,'1',Yes,110,1074.24,35.82,4353.07,No,'94598'
3017,8384-FZBJK,37,28,32.37,,,48,San Mateo,6351,United States,37.556094,-122.272437,Yes,1,31882,Yes,'3',Yes,0,1845.09,0.0,7456.79,Yes,'94404'
3018,3348-CFRNX,47,20,37.66,Price,Lack of affordable download/upload speed,71,Healdsburg,2990,United States,38.618347,-122.908422,Yes,1,17979,Yes,'1',Yes,0,1054.48,0.0,3657.38,Yes,'95448'
3019,8788-DOXSU,46,6,9.7,,,27,Frazier Park,6250,United States,34.827662,-118.999073,No,0,4498,No,'3',Yes,0,572.3,0.0,4217.8,Yes,'93225'
3020,6008-NAIXK,72,26,0.0,,,58,Pine Grove,4521,United States,38.400264,-120.641274,No,0,4354,No,'3',Yes,0,0.0,0.0,2966.95,Yes,'95665'
3021,7929-DMBCV,45,21,11.39,,,22,Arroyo Grande,4741,United States,35.176236,-120.483243,Yes,6,24499,Yes,'3',No,0,227.8,0.0,1911.5,Yes,'93420'
3022,9355-NPPFS,70,15,19.21,,,37,Fremont,4509,United States,37.505768,-121.962472,No,0,56126,No,'3',Yes,0,499.46,0.0,2505.56,Yes,'94538'
3023,2969-QWUBZ,53,21,0.0,,,58,Los Altos,2580,United States,37.349546,-122.134356,No,0,18486,No,'5',Yes,0,0.0,0.0,96.8,Yes,'94022'
3024,6828-HMKWP,24,0,49.7,,,25,Berkeley,4843,United States,37.872902,-122.303708,Yes,3,8157,Yes,'4',No,0,596.4,0.0,858.45,No,'94710'
3025,0969-RGKCU,31,0,43.68,,,24,Woodland Hills,5137,United States,34.178068,-118.615714,Yes,1,36123,Yes,'4',No,0,1616.16,29.21,2264.0,No,'91367'
3026,7073-QETQY,59,0,45.03,,,22,Capay,4845,United States,38.681651,-122.130569,Yes,9,262,Yes,'5',No,0,2971.98,0.0,4331.48,No,'95607'
3027,8590-OHDIW,52,0,44.32,,,51,Garden Grove,4686,United States,33.764018,-117.931507,Yes,1,43491,Yes,'5',No,0,1684.16,10.65,2422.86,No,'92843'
3028,4737-AQCPU,39,18,42.55,,,42,Los Angeles,4658,United States,34.02381,-118.156582,Yes,5,68701,Yes,'3',No,0,3063.6,0.0,8080.25,Yes,'90022'
3029,7854-EKTJL,31,0,29.81,Attitude,Attitude of support person,66,Salinas,2843,United States,36.64152,-121.622188,No,0,35739,No,'3',No,0,59.62,0.0,95.47,No,'93901'
3030,8782-LKFPK,50,16,44.92,,,63,Beaumont,4751,United States,33.946982,-116.977672,No,0,17721,No,'4',Yes,0,1976.48,0.0,6039.48,Yes,'92223'
3031,5884-FBCTL,43,0,35.62,,,67,Shafter,5611,United States,35.490705,-119.286833,Yes,4,15177,Yes,'4',No,0,2564.64,0.0,4422.49,No,'93263'
3032,8000-REIQB,73,27,22.5,Competitor,Competitor made better offer,94,San Diego,3208,United States,32.825086,-117.199424,No,0,51213,No,'2',No,10,22.5,0.0,102.45,No,'92117'
3033,1866-NXPSP,48,23,32.0,,,22,Arcata,3235,United States,40.839958,-124.003757,No,0,19596,No,'4',Yes,100,1152.0,0.0,3932.15,No,'95521'
3034,8091-TTVAX,39,10,5.69,,,71,Los Angeles,6432,United States,34.043144,-118.251977,Yes,7,3524,Yes,'3',Yes,0,330.02,0.0,6011.12,Yes,'90014'
3035,0475-RIJEP,47,25,49.13,Price,Lack of affordable download/upload speed,91,Pinecrest,5107,United States,38.224869,-119.755729,No,0,235,No,'1',No,0,2112.59,0.0,5478.44,Yes,'95364'
3036,7797-EJMDP,34,14,33.54,,,59,Manteca,4157,United States,37.830267,-121.201018,No,0,36738,No,'3',Yes,0,268.32,0.0,842.82,Yes,'95336'
3037,1608-GMEWB,76,18,15.65,,,58,Stockton,3960,United States,37.946282,-121.139499,No,0,23789,No,'4',No,0,704.25,0.0,4904.5,Yes,'95215'
3038,3948-XHGNA,35,28,14.39,Other,Don't know,80,San Diego,5005,United States,32.825086,-117.199424,No,0,51213,No,'1',No,0,345.36,0.0,1555.76,Yes,'92117'
3039,9972-VAFJJ,77,25,47.64,,,73,San Diego,6355,United States,32.765299,-117.122565,Yes,1,33083,Yes,'3',No,0,2524.92,0.0,7396.37,Yes,'92116'
3040,5149-CUZUJ,35,16,27.34,,,51,Helendale,2037,United States,34.757783,-117.33997,Yes,1,4948,Yes,'3',No,0,765.52,0.0,3533.87,Yes,'92342'
3041,9805-FILKB,44,0,4.72,,,68,Temecula,2325,United States,33.507255,-117.029473,Yes,6,46171,Yes,'3',No,0,217.12,0.0,1062.72,No,'92592'
3042,8249-THVEC,38,0,37.63,,,73,Los Angeles,4025,United States,34.137412,-118.207607,Yes,3,27866,Yes,'4',No,0,1919.13,0.0,2916.88,No,'90041'
3043,5351-QESIO,64,17,0.0,,,80,San Diego,4276,United States,32.85723,-117.209774,No,0,34902,No,'5',No,0,0.0,0.0,24.2,Yes,'92122'
3044,2468-SJFLM,37,21,39.55,,,64,Biggs,3063,United States,39.457388,-121.818201,No,0,3169,No,'5',No,0,39.55,0.0,113.85,Yes,'95917'
3045,2830-LEWOA,37,19,43.08,,,28,Jamestown,4079,United States,37.84771,-120.486589,Yes,3,9559,Yes,'5',Yes,0,2627.88,0.0,9077.03,Yes,'95327'
3046,2386-OWURY,20,73,35.55,,,68,Yucaipa,6460,United States,34.04597,-117.011825,No,0,41575,No,'4',Yes,0,2061.9,0.0,7879.6,Yes,'92399'
3047,0310-VQXAM,56,0,40.74,,,63,San Bernardino,2788,United States,34.183286,-117.221722,No,0,53636,No,'3',No,0,366.66,0.0,545.46,No,'92404'
3048,4616-ULAOA,33,19,45.21,,,23,Escondido,6332,United States,33.079834,-117.134275,Yes,1,17944,Yes,'3',Yes,0,2938.65,0.0,10184.55,Yes,'92029'
3049,8084-OIVBS,31,0,46.49,,,53,Clarksburg,3731,United States,38.384648,-121.578701,No,0,1417,No,'4',No,0,511.39,0.0,723.34,No,'95612'
3050,2578-JQPHZ,30,59,48.95,,,68,Bayside,4025,United States,40.825486,-124.049485,No,0,1689,No,'3',Yes,0,2153.8,0.0,6532.15,Yes,'95524'
3051,5945-AZYHT,53,9,49.32,,,22,Antioch,4564,United States,37.980057,-121.801599,Yes,9,90891,Yes,'3',Yes,0,3501.72,0.0,11355.87,Yes,'94509'
3052,1045-LTCYT,54,0,43.05,,,78,San Jose,2158,United States,37.255479,-121.889838,Yes,5,31926,Yes,'3',No,0,344.4,0.0,484.15,No,'95118'
3053,3571-RFHAR,60,4,9.36,Attitude,Attitude of support person,91,Santa Paula,6001,United States,34.402343,-119.094824,No,0,32511,No,'2',Yes,140,608.4,0.0,7689.6,No,'93060'
3054,0963-ZBDRN,45,26,25.21,Attitude,Attitude of support person,93,Claremont,3606,United States,34.127621,-117.717863,No,0,34716,No,'3',Yes,0,806.72,0.0,3990.12,Yes,'91711'
3055,2262-SLNVK,53,23,1.15,,,74,Birds Landing,2475,United States,38.140719,-121.838298,No,0,138,No,'4',No,0,1.15,0.0,71.25,Yes,'94512'
3056,6457-GIRWB,57,26,22.03,Attitude,Attitude of service provider,88,Carlsbad,2843,United States,33.148116,-117.306043,No,0,35582,No,'2',No,0,22.03,0.0,91.38,Yes,'92008'
3057,9929-PLVPA,51,0,30.79,,,65,Capitola,4929,United States,36.977025,-121.952864,No,0,9673,No,'3',No,0,123.16,0.0,217.66,No,'95010'
3058,9801-GDWGV,52,28,34.74,Competitor,Competitor made better offer,83,Temecula,4811,United States,33.507255,-117.029473,No,0,46171,No,'2',Yes,0,1354.86,0.0,5349.31,Yes,'92592'
3059,7925-PNRGI,51,11,10.21,,,77,Chula Vista,3111,United States,32.688506,-116.938632,Yes,9,2606,Yes,'3',No,0,459.45,0.0,4000.55,Yes,'91914'
3060,1208-DNHLN,60,12,5.8,Other,Don't know,83,Grizzly Flats,4580,United States,38.636102,-120.522149,Yes,1,659,Yes,'2',No,0,133.4,0.0,1200.55,Yes,'95636'
3061,1456-TWCGB,34,5,38.01,,,37,Bakersfield,3272,United States,35.342891,-119.064803,No,0,58632,No,'3',No,0,152.04,0.0,360.49,Yes,'93309'
3062,8884-FEEWR,22,0,42.02,,,70,El Dorado Hills,2858,United States,38.684437,-121.055634,No,0,22028,No,'4',No,0,1470.7,0.0,2224.7,No,'95762'
3063,7233-PAHHL,57,26,6.22,,,24,South Gate,5825,United States,33.944624,-118.192615,Yes,0,96267,No,'4',Yes,0,410.52,0.0,6124.77,Yes,'90280'
3064,2230-XTUWL,20,0,13.26,,,68,Madera,5461,United States,36.902954,-120.194274,Yes,3,28434,Yes,'5',No,0,636.48,0.0,1519.83,No,'93637'
3065,8327-WKMIE,36,0,34.37,,,65,Le Grand,4422,United States,37.249377,-120.249581,No,0,3256,No,'5',No,0,1271.69,0.0,2057.44,No,'95333'
3066,5429-LWCMV,52,6,34.73,,,80,Gardena,4041,United States,33.876482,-118.284077,No,0,9960,No,'5',Yes,70,416.76,0.0,1544.31,No,'90248'
3067,1569-TTNYJ,55,7,1.16,Other,Don't know,72,Richmond,3401,United States,37.941456,-122.320968,Yes,1,13984,Yes,'2',No,10,5.8,0.0,427.9,No,'94805'
3068,4526-EXKKN,27,0,27.47,,,65,Rio Nido,2601,United States,38.522328,-122.97932,No,0,298,No,'5',No,0,1098.8,0.0,2072.75,No,'95471'
3069,2676-OXPPQ,22,41,3.16,,,45,Irvine,2482,United States,33.643095,-117.810896,No,0,41062,No,'3',No,0,18.96,0.0,354.61,Yes,'92612'
3070,1894-IGFSG,38,2,18.01,Competitor,Competitor had better devices,82,Lancaster,3161,United States,34.712708,-117.889656,No,0,57794,No,'1',Yes,0,396.22,0.0,2304.07,Yes,'93535'
3071,0880-TKATG,21,48,9.56,Competitor,Competitor had better devices,84,Lucerne Valley,4417,United States,34.508417,-116.856103,Yes,3,5256,Yes,'1',Yes,0,38.24,0.0,424.14,Yes,'92356'
3072,3750-YHRYO,64,0,21.09,,,27,Glendora,2874,United States,34.14649,-117.849815,Yes,1,24973,Yes,'5',No,0,147.63,0.0,297.63,No,'91741'
3073,4627-MIHJH,72,27,23.4,,,69,Stockton,4948,United States,38.033219,-121.297433,No,0,40611,No,'3',Yes,0,1614.6,0.0,9082.15,Yes,'95210'
3074,5917-RYRMG,79,0,25.89,,,78,Jolon,3836,United States,35.930782,-121.189757,No,0,254,No,'4',No,0,828.48,0.0,1416.18,No,'93928'
3075,9231-ZJYAM,65,18,36.93,Other,Moved,72,Squaw Valley,5301,United States,36.719141,-119.202677,No,0,3146,No,'3',No,0,147.72,0.0,440.52,Yes,'93675'
3076,9367-OIUXP,28,0,45.37,,,76,Laton,4676,United States,36.444232,-119.718285,No,0,2900,No,'5',No,0,181.48,0.0,254.53,No,'93242'
3077,4939-KYYPY,55,25,33.94,,,23,Coleville,4818,United States,38.42528,-119.475741,No,0,1332,No,'4',No,0,916.38,0.0,2528.03,Yes,'96107'
3078,0265-PSUAE,57,76,27.27,,,72,Lotus,3337,United States,38.815515,-120.916997,Yes,10,485,Yes,'4',Yes,0,436.32,0.0,1959.02,Yes,'95651'
3079,4277-PVRAN,34,7,36.39,Competitor,Competitor had better devices,67,Daly City,5071,United States,37.691561,-122.445202,No,0,47453,No,'1',No,0,291.12,0.0,970.42,Yes,'94014'
3080,8670-ERCJH,33,25,2.56,,,56,Portola Valley,6347,United States,37.369709,-122.215844,No,0,6601,No,'3',Yes,0,184.32,0.0,8348.42,Yes,'94028'
3081,4959-JOSRX,41,16,30.19,Price,Lack of affordable download/upload speed,91,La Puente,4884,United States,34.031441,-117.936436,Yes,3,84965,Yes,'2',No,0,60.38,0.0,140.93,Yes,'91744'
3082,5473-KHBPS,53,20,8.16,,,31,Surfside,4415,United States,33.728273,-118.085304,Yes,8,174,Yes,'3',No,0,424.32,0.0,5400.47,Yes,'90743'
3083,5443-SCMKX,49,26,21.38,,,77,Newbury Park,6166,United States,34.172071,-118.946262,Yes,1,37779,Yes,'3',Yes,150,1240.04,5.55,6994.64,No,'91320'
3084,4566-NECEV,40,20,39.13,,,56,Palos Verdes Peninsula,3787,United States,33.788208,-118.404955,No,0,24979,No,'3',Yes,0,195.65,0.0,695.75,Yes,'90274'
3085,2612-RRIDN,25,59,21.62,Dissatisfaction,Limited range of services,88,Westwood,3591,United States,40.271535,-121.018087,No,0,4158,No,'2',Yes,50,86.48,0.0,477.33,No,'96137'
3086,4710-NKCAW,42,15,17.37,,,31,El Cajon,3260,United States,32.785165,-116.862648,Yes,7,40995,Yes,'3',No,0,86.85,0.0,403.75,Yes,'92019'
3087,4749-OJKQU,36,22,23.5,,,31,San Jose,5396,United States,37.424655,-121.74841,No,0,40568,No,'5',No,0,94.0,0.0,396.35,Yes,'95132'
3088,7695-PKLCZ,32,0,48.41,,,68,Salinas,4201,United States,36.624338,-121.615669,No,0,13027,No,'4',No,0,3291.88,0.0,4716.78,No,'93908'
3089,4295-YURET,78,19,5.93,,,79,San Quentin,6357,United States,37.942551,-122.491642,Yes,8,6448,Yes,'4',No,140,332.08,0.0,4556.43,No,'94964'
3090,5740-YHGTW,62,53,32.38,,,49,Los Angeles,4551,United States,34.137412,-118.207607,Yes,8,27866,Yes,'4',No,0,2266.6,0.0,8935.65,Yes,'90041'
3091,4707-MAXGU,36,0,36.03,,,45,Canyon Country,5514,United States,34.422519,-118.420717,Yes,1,59259,Yes,'5',No,0,2594.16,5.73,4460.63,No,'91351'
3092,2842-JTCCU,27,52,29.69,Attitude,Attitude of service provider,72,Hopland,4662,United States,38.93706,-123.118111,No,0,1373,No,'3',Yes,10,59.38,0.0,149.73,No,'95449'
3093,3094-JOJAI,63,20,4.38,,,49,Maxwell,2643,United States,39.281194,-122.226568,No,0,1146,No,'5',No,0,78.84,0.0,1465.84,Yes,'95955'
3094,8780-IHCRN,23,0,28.92,,,40,Healdsburg,4392,United States,38.618347,-122.908422,Yes,5,17979,Yes,'4',No,0,1821.96,0.0,3396.46,No,'95448'
3095,5614-DNZCE,56,16,29.47,,,57,Wilseyville,5040,United States,38.392686,-120.415951,No,0,435,No,'4',No,0,1709.26,0.0,5504.71,Yes,'95257'
3096,6733-LRIZX,42,23,20.07,,,32,Bodega Bay,5903,United States,38.377165,-123.037957,No,0,1785,No,'3',Yes,0,702.45,0.0,4727.95,Yes,'94923'
3097,2302-OUZXB,62,5,22.01,,,70,Ventura,4552,United States,34.360261,-119.306383,Yes,5,32899,Yes,'5',Yes,0,1584.72,0.0,7369.02,Yes,'93001'
3098,5954-BDFSG,40,21,9.47,,,53,West Hollywood,4708,United States,34.093781,-118.381061,No,0,20408,No,'3',Yes,60,681.84,0.0,8595.54,No,'90069'
3099,2667-WYLWJ,44,0,46.13,Price,Long distance charges,89,Dunnigan,2247,United States,38.931425,-121.946081,Yes,1,19,Yes,'3',No,0,369.04,0.0,514.04,No,'95937'
3100,1925-TIBLE,62,11,22.61,Competitor,Competitor offered higher download speeds,74,Los Angeles,3887,United States,34.091829,-118.491244,Yes,1,33523,Yes,'1',No,20,158.27,0.0,760.77,No,'90049'
3101,9821-POOTN,48,12,48.47,Price,Price too high,94,San Dimas,4639,United States,34.102119,-117.815532,Yes,1,33878,Yes,'2',No,0,1696.45,0.0,4272.65,Yes,'91773'
3102,6135-OZQVA,46,17,40.42,,,51,Santa Clarita,4389,United States,34.502432,-118.41459,No,0,40077,No,'4',No,0,282.94,0.0,687.29,Yes,'91350'
3103,9947-OTFQU,65,29,29.11,Competitor,Competitor had better devices,86,Covina,4616,United States,34.097345,-117.906736,No,0,33817,No,'1',No,0,436.65,0.0,1510.95,Yes,'91722'
3104,0883-EIBTI,23,0,28.02,Dissatisfaction,Limited range of services,82,Clarksburg,2484,United States,38.384648,-121.578701,No,0,1417,No,'3',No,0,56.04,0.0,87.59,No,'95612'
3105,2995-UPRYS,74,22,19.76,Other,Moved,69,Long Beach,5098,United States,33.752524,-118.210737,Yes,1,38427,Yes,'3',Yes,0,790.4,0.0,4852.6,Yes,'90802'
3106,2360-RDGRO,48,10,41.2,,,70,Sutter,5089,United States,39.172777,-121.805845,Yes,4,3193,Yes,'3',Yes,0,2678.0,0.0,9490.95,Yes,'95982'
3107,3640-JQGJG,25,59,6.18,,,44,Pasadena,4680,United States,34.146635,-118.139225,Yes,0,16812,No,'3',No,90,80.34,37.49,692.05,No,'91101'
3108,6032-KRXXO,33,19,30.06,Competitor,Competitor made better offer,84,San Diego,5654,United States,32.957195,-117.202542,No,0,28201,No,'2',Yes,0,901.8,0.0,3657.15,Yes,'92130'
3109,4915-BFSXL,49,29,22.67,,,60,Mount Hermon,4858,United States,37.051166,-122.056194,Yes,9,77,Yes,'3',No,0,1586.9,0.0,6445.6,Yes,'95041'
3110,4154-AQUGT,76,5,1.47,Competitor,Competitor made better offer,82,San Diego,3861,United States,32.957195,-117.202542,Yes,1,28201,Yes,'1',No,0,19.11,0.0,1188.46,Yes,'92130'
3111,6266-QHOJZ,47,7,38.33,,,77,Lomita,6421,United States,33.794209,-118.317354,No,0,21065,No,'3',No,0,2491.45,0.0,8336.1,Yes,'90717'
3112,2120-SMPEX,43,0,17.64,,,58,Santa Rosa,3848,United States,38.488431,-122.752839,No,0,40270,No,'5',No,0,441.0,0.0,977.35,No,'95403'
3113,3062-ICYZQ,41,75,27.23,,,20,Oak Park,5457,United States,34.19225,-118.776874,Yes,9,14814,Yes,'3',Yes,0,1388.73,0.0,5928.08,Yes,'91377'
3114,5186-SAMNZ,75,15,41.2,Price,Price too high,77,Marina,3273,United States,36.689582,-121.758398,No,0,21759,No,'2',No,80,41.2,0.0,190.7,No,'93933'
3115,1053-MXTTK,63,29,14.46,,,48,North Hollywood,5730,United States,34.15136,-118.364786,Yes,1,16996,Yes,'4',Yes,0,1041.12,0.0,8767.47,Yes,'91602'
3116,4531-AUZNK,21,47,18.42,,,21,Oakland,6492,United States,37.808731,-122.238708,Yes,2,29964,Yes,'3',Yes,0,939.42,0.0,5939.47,Yes,'94610'
3117,5716-EZXZN,56,13,13.2,,,59,Surfside,5878,United States,33.728273,-118.085304,Yes,5,174,Yes,'3',No,0,858.0,0.0,7274.7,Yes,'90743'
3118,0485-ZBSLN,52,0,36.5,,,39,Mecca,6263,United States,33.543835,-115.993906,Yes,4,8768,Yes,'5',No,0,2372.5,0.0,4087.6,No,'92254'
3119,7766-CLTIC,58,29,8.35,,,28,Kenwood,4323,United States,38.419525,-122.521585,No,0,1653,No,'3',Yes,0,83.5,0.0,713.05,Yes,'95452'
3120,1816-FLZDK,34,22,0.0,,,40,Fawnskin,3923,United States,34.274846,-116.937581,No,0,414,No,'5',No,0,0.0,0.0,29.15,Yes,'92333'
3121,2811-POVEX,74,53,2.03,,,70,Live Oak,3937,United States,39.258746,-121.77697,Yes,4,8695,Yes,'5',No,0,46.69,0.0,2177.24,Yes,'95953'
3122,5707-ZMDJP,61,16,31.69,,,27,Norwalk,4590,United States,33.905963,-118.08263,Yes,3,103214,Yes,'4',No,0,1679.57,0.0,5409.17,Yes,'90650'
3123,2498-XLDZR,26,59,19.76,,,42,San Diego,4343,United States,32.697098,-117.116587,Yes,1,47431,Yes,'4',Yes,0,632.32,12.66,2936.51,Yes,'92113'
3124,6688-UZPWD,36,10,7.89,Competitor,Competitor offered more data,88,Palm Springs,5750,United States,33.839989,-116.659215,Yes,1,24924,Yes,'1',Yes,0,86.79,0.0,1232.14,Yes,'92262'
3125,8780-RSYYU,42,0,6.0,,,23,Dixon,2159,United States,38.392821,-121.799917,No,0,18529,No,'4',No,0,150.0,0.0,682.1,No,'95620'
3126,5356-KZCKT,42,0,2.38,,,38,Torrance,6490,United States,33.840399,-118.353714,No,0,41979,No,'4',No,0,138.04,0.0,1651.64,No,'90503'
3127,3669-OYSJI,47,21,48.58,Attitude,Attitude of support person,76,Porter Ranch,4167,United States,34.281911,-118.556218,No,0,28067,No,'2',No,0,48.58,0.0,94.78,Yes,'91326'
3128,3393-FMZPV,59,3,36.24,Price,Extra data charges,74,Elverta,2195,United States,38.734997,-121.463719,No,0,6197,No,'1',Yes,0,906.0,0.0,3293.75,Yes,'95626'
3129,0013-EXCHZ,75,11,7.38,Dissatisfaction,Network reliability,68,Camarillo,3464,United States,34.227846,-119.079903,Yes,3,42853,Yes,'1',No,0,22.14,0.0,289.54,Yes,'93010'
3130,8665-UTDHZ,27,58,0.0,Competitor,Competitor had better devices,90,Los Angeles,2915,United States,34.089953,-118.294824,Yes,1,41713,Yes,'1',No,0,0.0,0.0,30.2,Yes,'90029'
3131,9926-PJHDQ,45,9,43.47,,,34,Kingsburg,5120,United States,36.478239,-119.52137,Yes,5,14088,Yes,'3',Yes,90,3129.84,0.0,8688.29,No,'93631'
3132,9142-KZXOP,41,28,1.7,,,51,Sylmar,2053,United States,34.321621,-118.399841,No,0,81986,No,'3',No,0,74.8,0.0,3033.75,Yes,'91342'
3133,3594-KADLU,33,25,0.0,,,35,Witter Springs,3610,United States,39.222323,-122.985488,Yes,3,240,Yes,'3',No,0,0.0,0.0,101.1,Yes,'95493'
3134,7315-WYOAW,29,41,44.43,,,80,Santa Monica,5985,United States,34.005439,-118.477507,No,0,26099,No,'3',Yes,120,577.59,0.0,2010.84,No,'90405'
3135,6804-GDMOI,39,28,41.23,Competitor,Competitor offered more data,68,Brea,4183,United States,33.924143,-117.79387,No,0,1408,No,'3',Yes,0,2515.03,0.0,8943.43,Yes,'92823'
3136,7941-RCJOW,34,0,44.7,,,76,Tehama,4309,United States,40.021787,-122.127576,No,0,405,No,'5',No,0,2905.5,0.0,4124.15,No,'96090'
3137,5014-GSOUQ,59,0,18.73,,,63,Grass Valley,2884,United States,39.194539,-120.988066,No,0,23990,No,'4',No,0,243.49,0.0,487.14,No,'95945'
3138,4765-OXPPD,20,69,6.35,Competitor,Competitor offered more data,76,Ventura,3983,United States,34.279221,-119.221437,Yes,1,46894,Yes,'1',No,0,57.15,0.0,720.2,Yes,'93003'
3139,3071-VBYPO,38,12,33.3,,,22,Whittier,4648,United States,33.929704,-118.01208,Yes,1,37887,Yes,'3',No,0,99.9,0.0,348.3,Yes,'90604'
3140,7016-BPGEU,53,22,0.0,Competitor,Competitor offered higher download speeds,81,Dunsmuir,2796,United States,41.212695,-122.392067,No,0,2602,No,'1',No,0,0.0,0.0,712.85,Yes,'96025'
3141,5906-DVAPM,27,51,33.5,,,65,Meridian,5011,United States,39.068071,-121.832638,Yes,7,776,Yes,'3',No,0,1842.5,0.0,6056.4,Yes,'95957'
3142,1545-ACTAS,53,29,36.18,,,29,West Covina,5921,United States,34.061634,-117.893169,Yes,2,30458,Yes,'3',Yes,0,1736.64,0.0,6713.84,Yes,'91791'
3143,5071-FBJFS,61,21,44.64,,,73,Redding,3147,United States,40.587919,-122.464732,Yes,8,31586,Yes,'3',No,0,178.56,0.0,395.66,Yes,'96001'
3144,4751-ERMAN,43,18,42.16,,,35,Gazelle,4171,United States,41.411315,-122.697236,Yes,7,392,Yes,'3',Yes,0,3035.52,0.0,8515.77,Yes,'96034'
3145,5044-XDPYX,59,0,20.47,,,43,Chico,5447,United States,39.903272,-121.843567,Yes,7,26971,Yes,'5',No,0,1043.97,0.0,2325.22,No,'95973'
3146,6773-LQTVT,67,20,0.0,,,46,Long Beach,4107,United States,33.760458,-118.129725,Yes,8,31352,Yes,'5',No,0,0.0,25.07,1000.08,Yes,'90803'
3147,7558-IMLMT,48,0,8.82,,,77,Stanton,5626,United States,33.801869,-117.995068,Yes,6,29694,Yes,'4',No,0,590.94,0.0,2002.84,No,'90680'
3148,6559-RAKOZ,61,18,16.02,,,53,Orange Cove,4301,United States,36.633498,-119.298895,Yes,7,8449,Yes,'3',Yes,0,784.98,0.0,5702.88,Yes,'93646'
3149,0584-BJQGZ,19,85,28.05,,,63,Taylorsville,4855,United States,40.053684,-120.743116,No,0,513,No,'4',No,0,701.25,0.0,2539.15,Yes,'95983'
3150,7926-IJOOU,50,0,16.36,,,47,San Francisco,5626,United States,37.74441,-122.486764,No,0,42959,No,'5',No,0,16.36,0.0,35.66,No,'94116'
3151,7134-HBPBS,65,20,26.87,,,71,Adelanto,4474,United States,34.667815,-117.536183,No,0,18980,No,'5',Yes,0,1934.64,0.0,9708.69,Yes,'92301'
3152,2265-CYWIV,68,20,18.91,Dissatisfaction,Network reliability,77,Hickman,4708,United States,37.605926,-120.69955,Yes,1,1055,Yes,'1',No,0,75.64,25.79,397.5,Yes,'95323'
3153,7017-VFHAY,42,12,20.01,,,38,Glendora,6090,United States,34.119363,-117.855059,Yes,3,25135,Yes,'3',Yes,0,1220.61,0.0,8228.76,Yes,'91740'
3154,9424-CMPOG,53,0,2.68,,,65,Bakersfield,4406,United States,35.280113,-118.962329,Yes,9,59195,Yes,'3',No,0,24.12,0.0,221.52,No,'93307'
3155,9101-BWFSS,58,14,29.43,Other,Moved,82,Tollhouse,4274,United States,36.993666,-119.348267,Yes,1,2633,Yes,'2',Yes,0,1471.5,0.0,7082.2,Yes,'93667'
3156,9957-YODKZ,75,17,16.87,,,68,Canby,5611,United States,41.486953,-120.913975,Yes,4,417,Yes,'5',No,30,101.22,0.0,588.32,No,'96015'
3157,3528-HFRIQ,73,28,0.0,,,51,Los Angeles,5491,United States,34.137411,-118.328915,Yes,10,21728,Yes,'5',Yes,40,0.0,0.0,3805.05,No,'90068'
3158,3669-LVWZB,20,59,0.0,Price,Long distance charges,86,Tahoma,4630,United States,39.061227,-120.179546,No,0,1291,No,'2',Yes,0,0.0,0.0,305.95,Yes,'96142'
3159,8519-IMDHU,74,22,45.25,Competitor,Competitor had better devices,83,Alderpoint,4981,United States,40.166028,-123.584144,Yes,1,261,Yes,'1',No,0,678.75,0.0,2024.3,Yes,'95511'
3160,5570-PTWEH,33,29,15.02,Attitude,Attitude of support person,78,Encinitas,2270,United States,33.054579,-117.25665,Yes,1,47126,Yes,'2',No,0,45.06,0.0,261.81,Yes,'92024'
3161,0323-XWWTN,44,0,33.87,,,77,San Lucas,4315,United States,36.125529,-120.864443,No,0,521,No,'5',No,0,101.61,0.0,222.86,No,'93954'
3162,4911-BANWH,44,27,33.38,Attitude,Attitude of support person,74,Sunland,4198,United States,34.282704,-118.312929,No,0,18752,No,'3',No,0,1034.78,0.0,3732.18,Yes,'91040'
3163,9885-CSMWE,65,13,18.37,Dissatisfaction,Product dissatisfaction,67,Los Angeles,2139,United States,34.027337,-118.28515,No,0,45025,No,'1',No,0,18.37,0.0,96.82,Yes,'90007'
